title	gene_name	label	biosample_summary	accession	md5sum	file_format	assembly	paired_end	paired_with	output_type	biological_replicates	fn_hr	fn_acc
TAF15 eCLIP mock input (Homo sapiens)	NA	TAF15 eCLIP mock input	HepG2	ENCFF726CWG	1b813d0d87161c2d7a3ae71d5acc4ed0	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	TAF15-eCLIP-mock-input_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF726CWG.bigWig
TAF15 eCLIP mock input (Homo sapiens)	NA	TAF15 eCLIP mock input	HepG2	ENCFF021MCC	0ce98617a8cf8665103629c7c52a9bad	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	TAF15-eCLIP-mock-input_HepG2_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF021MCC.bigWig
TAF15 eCLIP mock input (Homo sapiens)	NA	TAF15 eCLIP mock input	HepG2	ENCFF901PLK	e9bbe1648c50c45df3bb3c3391e72deb	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	TAF15-eCLIP-mock-input_HepG2_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF901PLK.bigWig
FTO eCLIP mock input (Homo sapiens)	NA	FTO eCLIP mock input	K562	ENCFF604ASW	3a4e81c46bf3646869e91610a9fb186c	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	FTO-eCLIP-mock-input_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF604ASW.bigWig
FTO eCLIP mock input (Homo sapiens)	NA	FTO eCLIP mock input	K562	ENCFF527PPO	545843160ba5f9ad906ed1d49c3dc714	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	FTO-eCLIP-mock-input_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF527PPO.bigWig
FTO eCLIP mock input (Homo sapiens)	NA	FTO eCLIP mock input	K562	ENCFF687LVV	4a73b020d426b7e46e665a753dc8d5ae	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	FTO-eCLIP-mock-input_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF687LVV.bigWig
FTO eCLIP mock input (Homo sapiens)	NA	FTO eCLIP mock input	K562	ENCFF383LSV	af0e4b4d7ee1f9844d852900c09ba4a5	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	FTO-eCLIP-mock-input_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF383LSV.bigWig
XRCC6 eCLIP mock input (Homo sapiens)	NA	XRCC6 eCLIP mock input	HepG2	ENCFF900QBB	5e62b69b7101dc2f2d0c132bc792eb2a	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	XRCC6-eCLIP-mock-input_HepG2_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF900QBB.bigWig
XRCC6 eCLIP mock input (Homo sapiens)	NA	XRCC6 eCLIP mock input	HepG2	ENCFF295ORV	2f8dc62a3c79d31cf9fb7ade4b436bec	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	XRCC6-eCLIP-mock-input_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF295ORV.bigWig
XRCC6 eCLIP mock input (Homo sapiens)	NA	XRCC6 eCLIP mock input	HepG2	ENCFF976AHI	e067f8ea0f22d549a4e2ef6c65b630bf	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	XRCC6-eCLIP-mock-input_HepG2_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF976AHI.bigWig
XRCC6 eCLIP mock input (Homo sapiens)	NA	XRCC6 eCLIP mock input	HepG2	ENCFF948HJP	101b174878ecfe460302ff204cab6cc9	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	XRCC6-eCLIP-mock-input_HepG2_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF948HJP.bigWig
DROSHA eCLIP mock input (Homo sapiens)	NA	DROSHA eCLIP mock input	K562	ENCFF849CSH	460f8d39081e4e57548a0ed8e3de66f3	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	DROSHA-eCLIP-mock-input_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF849CSH.bigWig
DROSHA eCLIP mock input (Homo sapiens)	NA	DROSHA eCLIP mock input	K562	ENCFF017ANQ	34d4fc201720068b0963aedfe30e5d5a	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	DROSHA-eCLIP-mock-input_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF017ANQ.bigWig
DROSHA eCLIP mock input (Homo sapiens)	NA	DROSHA eCLIP mock input	K562	ENCFF928XCJ	bf6da1427bc8e74a956e537f9aadfa0e	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	DROSHA-eCLIP-mock-input_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF928XCJ.bigWig
DROSHA eCLIP mock input (Homo sapiens)	NA	DROSHA eCLIP mock input	K562	ENCFF586XSP	9888a75fd94a4afd1c8b4b0446cf9c74	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	DROSHA-eCLIP-mock-input_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF586XSP.bigWig
U2AF2 (Homo sapiens)	U2AF2	U2AF2	K562	ENCFF573ZFK	80bb800a780ac68a09e2a1ffe53f5367	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	U2AF2_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF573ZFK.bigWig
U2AF2 (Homo sapiens)	U2AF2	U2AF2	K562	ENCFF436ZNF	e6c9789d347b541b0937ef4f8494e81c	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	U2AF2_K562_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF436ZNF.bigWig
U2AF2 (Homo sapiens)	U2AF2	U2AF2	K562	ENCFF398AHG	fd728a68666d99d5cc8cf95de963d9b8	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	U2AF2_K562_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF398AHG.bigWig
U2AF2 (Homo sapiens)	U2AF2	U2AF2	K562	ENCFF996ZIG	8ac79a6332beb4254fe57d1d25a5d333	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	U2AF2_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF996ZIG.bigWig
U2AF2 (Homo sapiens)	U2AF2	U2AF2	K562	ENCFF765TAB	79ce6bc8e4a7013def651fbd912063f0	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	U2AF2_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF765TAB.bigWig
U2AF2 (Homo sapiens)	U2AF2	U2AF2	K562	ENCFF712LBW	287a4f414ee6557fa1fc2aac8c43c11b	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	U2AF2_K562_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF712LBW.bigWig
U2AF2 (Homo sapiens)	U2AF2	U2AF2	K562	ENCFF524JHH	e439009fcfc9cb84518af4f45e844b64	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	U2AF2_K562_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF524JHH.bigWig
U2AF2 (Homo sapiens)	U2AF2	U2AF2	K562	ENCFF024JFG	69261e1d44abf3b0acf22279be6df4b1	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	U2AF2_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF024JFG.bigWig
NSUN2 eCLIP mock input (Homo sapiens)	NA	NSUN2 eCLIP mock input	K562	ENCFF840IMU	94a409a5d5927f395f5b6a2d025bcb34	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	NSUN2-eCLIP-mock-input_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF840IMU.bigWig
NSUN2 eCLIP mock input (Homo sapiens)	NA	NSUN2 eCLIP mock input	K562	ENCFF244XCT	1197971b120d1314419488481b86c473	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	NSUN2-eCLIP-mock-input_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF244XCT.bigWig
NSUN2 eCLIP mock input (Homo sapiens)	NA	NSUN2 eCLIP mock input	K562	ENCFF450ZCN	5961514e0fe754e89741c6b6954653ad	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	NSUN2-eCLIP-mock-input_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF450ZCN.bigWig
NSUN2 eCLIP mock input (Homo sapiens)	NA	NSUN2 eCLIP mock input	K562	ENCFF596OTS	a68f61a372c387a12042d5383ea7b5f5	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	NSUN2-eCLIP-mock-input_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF596OTS.bigWig
UPF1 eCLIP mock input (Homo sapiens)	NA	UPF1 eCLIP mock input	K562	ENCFF612OKV	d2331e58144865ccbcd0d2721b04df9a	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	UPF1-eCLIP-mock-input_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF612OKV.bigWig
UPF1 eCLIP mock input (Homo sapiens)	NA	UPF1 eCLIP mock input	K562	ENCFF735CEZ	0efca49117a4c15e4ddaef0d7cad80c9	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	UPF1-eCLIP-mock-input_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF735CEZ.bigWig
UPF1 eCLIP mock input (Homo sapiens)	NA	UPF1 eCLIP mock input	K562	ENCFF761QQO	7dd063fb186fb2b97a267c9d44cd77c4	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	UPF1-eCLIP-mock-input_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF761QQO.bigWig
UPF1 eCLIP mock input (Homo sapiens)	NA	UPF1 eCLIP mock input	K562	ENCFF135FSK	ff40c91fb00bf2cf273465a11b31af98	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	UPF1-eCLIP-mock-input_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF135FSK.bigWig
BUD13 eCLIP mock input (Homo sapiens)	NA	BUD13 eCLIP mock input	K562	ENCFF680TGD	d67d252420a5ffb7ec025f21393f08b6	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	BUD13-eCLIP-mock-input_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF680TGD.bigWig
BUD13 eCLIP mock input (Homo sapiens)	NA	BUD13 eCLIP mock input	K562	ENCFF239KZT	68acfb2c1ec3007a98662d62a9009ef6	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	BUD13-eCLIP-mock-input_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF239KZT.bigWig
BUD13 eCLIP mock input (Homo sapiens)	NA	BUD13 eCLIP mock input	K562	ENCFF632UHM	8e460acb1a4b0dc6275617d112f581e5	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	BUD13-eCLIP-mock-input_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF632UHM.bigWig
BUD13 eCLIP mock input (Homo sapiens)	NA	BUD13 eCLIP mock input	K562	ENCFF333ODQ	8fc1edb4ed3888c68daaec87df2d3cfb	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	BUD13-eCLIP-mock-input_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF333ODQ.bigWig
TNRC6A eCLIP mock input (Homo sapiens)	NA	TNRC6A eCLIP mock input	HepG2	ENCFF080SVO	f46cbe72513d55cff2fb052c8c0892a2	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	TNRC6A-eCLIP-mock-input_HepG2_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF080SVO.bigWig
TNRC6A eCLIP mock input (Homo sapiens)	NA	TNRC6A eCLIP mock input	HepG2	ENCFF691XSH	de4b874886d475c4003d14ea23c85d02	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	TNRC6A-eCLIP-mock-input_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF691XSH.bigWig
TNRC6A eCLIP mock input (Homo sapiens)	NA	TNRC6A eCLIP mock input	HepG2	ENCFF177MUC	58ece01c61993fd7a78f3d5fcee11db5	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	TNRC6A-eCLIP-mock-input_HepG2_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF177MUC.bigWig
TNRC6A eCLIP mock input (Homo sapiens)	NA	TNRC6A eCLIP mock input	HepG2	ENCFF578BEP	6eaae79fcbfe73c186bddcd7f357f603	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	TNRC6A-eCLIP-mock-input_HepG2_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF578BEP.bigWig
NPM1 eCLIP mock input (Homo sapiens)	NA	NPM1 eCLIP mock input	K562	ENCFF240BEY	24066c39c41b7b93e3c61892a84cedaa	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	NPM1-eCLIP-mock-input_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF240BEY.bigWig
NPM1 eCLIP mock input (Homo sapiens)	NA	NPM1 eCLIP mock input	K562	ENCFF607JJN	32b31d3e55c4d886395a2272413ee583	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	NPM1-eCLIP-mock-input_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF607JJN.bigWig
NPM1 eCLIP mock input (Homo sapiens)	NA	NPM1 eCLIP mock input	K562	ENCFF850UAL	1bd105e07a6ce13d8f79663eecf6baef	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	NPM1-eCLIP-mock-input_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF850UAL.bigWig
NPM1 eCLIP mock input (Homo sapiens)	NA	NPM1 eCLIP mock input	K562	ENCFF655PPJ	826d7e50b0b4fd36f4bf34b1ca8f986f	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	NPM1-eCLIP-mock-input_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF655PPJ.bigWig
PTBP1 eCLIP mock input (Homo sapiens)	NA	PTBP1 eCLIP mock input	K562	ENCFF153ZZO	c87bcd2042d355d5122ce76eb4df6069	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	PTBP1-eCLIP-mock-input_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF153ZZO.bigWig
PTBP1 eCLIP mock input (Homo sapiens)	NA	PTBP1 eCLIP mock input	K562	ENCFF152FMO	b2436a83607263d07486295565e6ba8d	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	PTBP1-eCLIP-mock-input_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF152FMO.bigWig
PTBP1 eCLIP mock input (Homo sapiens)	NA	PTBP1 eCLIP mock input	K562	ENCFF207EDD	38be9325c6ee4392c92a87a18d8d3460	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	PTBP1-eCLIP-mock-input_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF207EDD.bigWig
PTBP1 eCLIP mock input (Homo sapiens)	NA	PTBP1 eCLIP mock input	K562	ENCFF665CYG	cb1255a558a131711e0214c50517f073	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	PTBP1-eCLIP-mock-input_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF665CYG.bigWig
FTO (Homo sapiens)	FTO	FTO	K562	ENCFF503NFZ	633a2594ff9ebd8606e31cc17031b81c	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	FTO_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF503NFZ.bigWig
FTO (Homo sapiens)	FTO	FTO	K562	ENCFF344ATE	ad11037f782cd2c1442517d4ca248d15	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	FTO_K562_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF344ATE.bigWig
FTO (Homo sapiens)	FTO	FTO	K562	ENCFF220KGX	32e0169311e192a443a84186bc04d2a2	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	FTO_K562_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF220KGX.bigWig
FTO (Homo sapiens)	FTO	FTO	K562	ENCFF618MGU	8953797392cfa05df68b2bdb3d3296d8	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	FTO_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF618MGU.bigWig
FTO (Homo sapiens)	FTO	FTO	K562	ENCFF016FLK	813c1d0e425afff63292ce738edd1c85	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	FTO_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF016FLK.bigWig
FTO (Homo sapiens)	FTO	FTO	K562	ENCFF636JOT	9a1dac4db933029160a6fab76cb4bcd1	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	FTO_K562_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF636JOT.bigWig
FTO (Homo sapiens)	FTO	FTO	K562	ENCFF527LQR	a70921bfc212284352f88a19b1809e3a	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	FTO_K562_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF527LQR.bigWig
FTO (Homo sapiens)	FTO	FTO	K562	ENCFF176CHW	a78c93a91e1d606702f8f37325bde034	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	FTO_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF176CHW.bigWig
DKC1 (Homo sapiens)	DKC1	DKC1	HepG2	ENCFF889WDL	fe923ad33c40138ea5b56e2e1f32ca8f	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	DKC1_HepG2_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF889WDL.bigWig
DKC1 (Homo sapiens)	DKC1	DKC1	HepG2	ENCFF895VPK	54ba659e7c00342a9db716f173954d16	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	DKC1_HepG2_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF895VPK.bigWig
DKC1 (Homo sapiens)	DKC1	DKC1	HepG2	ENCFF435VZL	1ce1740f98d954e01160c719cd8f19f8	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	DKC1_HepG2_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF435VZL.bigWig
DKC1 (Homo sapiens)	DKC1	DKC1	HepG2	ENCFF859KPS	e92a07b0f92da068a4f8377459bad990	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	DKC1_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF859KPS.bigWig
DKC1 (Homo sapiens)	DKC1	DKC1	HepG2	ENCFF502GTY	469d598a5a3a73b21722ed2b1d6d6064	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	DKC1_HepG2_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF502GTY.bigWig
DKC1 (Homo sapiens)	DKC1	DKC1	HepG2	ENCFF163AYZ	7c532ee54a129f034e3dd2c5051ac438	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	DKC1_HepG2_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF163AYZ.bigWig
DKC1 (Homo sapiens)	DKC1	DKC1	HepG2	ENCFF192FMW	7b048fcce506d4e42894584e702cb28e	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	DKC1_HepG2_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF192FMW.bigWig
DKC1 (Homo sapiens)	DKC1	DKC1	HepG2	ENCFF099IRI	4456930c6b9224d89acf5cfd4200680f	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	DKC1_HepG2_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF099IRI.bigWig
EIF3H (Homo sapiens)	EIF3H	EIF3H	HepG2	ENCFF430TTF	3a61c0d0945423e8e2b0e29171607601	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	EIF3H_HepG2_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF430TTF.bigWig
EIF3H (Homo sapiens)	EIF3H	EIF3H	HepG2	ENCFF017NSD	ed2977223cd6e4faf195305f10df3746	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	EIF3H_HepG2_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF017NSD.bigWig
EIF3H (Homo sapiens)	EIF3H	EIF3H	HepG2	ENCFF280DFG	61c48d783f78b9e35d12a488b24f5907	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	EIF3H_HepG2_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF280DFG.bigWig
EIF3H (Homo sapiens)	EIF3H	EIF3H	HepG2	ENCFF560ZPH	8bcec4fc945599acbb82ba11bfb7bd87	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	EIF3H_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF560ZPH.bigWig
EIF3H (Homo sapiens)	EIF3H	EIF3H	HepG2	ENCFF860NZS	cb55f538b766c2cbd4a8dc82df728786	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	EIF3H_HepG2_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF860NZS.bigWig
EIF3H (Homo sapiens)	EIF3H	EIF3H	HepG2	ENCFF479MEO	967ba39b914c9f4df12b15b7c314e14a	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	EIF3H_HepG2_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF479MEO.bigWig
EIF3H (Homo sapiens)	EIF3H	EIF3H	HepG2	ENCFF862XXR	60853ce83ba700c06fdb1f3f6431d7ac	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	EIF3H_HepG2_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF862XXR.bigWig
EIF3H (Homo sapiens)	EIF3H	EIF3H	HepG2	ENCFF730RYG	ed6290327544ff5ebd878487705cebde	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	EIF3H_HepG2_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF730RYG.bigWig
SND1 (Homo sapiens)	SND1	SND1	HepG2	ENCFF902QMS	4f6e3b2b84f33d077a20f9f93b9c767e	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	SND1_HepG2_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF902QMS.bigWig
SND1 (Homo sapiens)	SND1	SND1	HepG2	ENCFF379MHZ	1f0a0475b112569424a7c000129dee88	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	SND1_HepG2_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF379MHZ.bigWig
SND1 (Homo sapiens)	SND1	SND1	HepG2	ENCFF321IEI	8686b521ba881a4581ae9db6239db950	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	SND1_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF321IEI.bigWig
SND1 (Homo sapiens)	SND1	SND1	HepG2	ENCFF736FCQ	5d46290965555e76fb08e36a07c8f9d3	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	SND1_HepG2_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF736FCQ.bigWig
SND1 (Homo sapiens)	SND1	SND1	HepG2	ENCFF101SPF	3942548d6cf6fb8b64a45d88ebfe88c5	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	SND1_HepG2_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF101SPF.bigWig
SND1 (Homo sapiens)	SND1	SND1	HepG2	ENCFF202GTL	80066f90e7bed627f3d15e7a916038e8	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	SND1_HepG2_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF202GTL.bigWig
SND1 (Homo sapiens)	SND1	SND1	HepG2	ENCFF202UMC	e01584dc24c80ca1efb0e59a588ca6d2	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	SND1_HepG2_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF202UMC.bigWig
SND1 (Homo sapiens)	SND1	SND1	HepG2	ENCFF593VHQ	1ca4acdaa741be5f0268c3cee14dc550	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	SND1_HepG2_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF593VHQ.bigWig
RPL23A eCLIP mock input (Homo sapiens)	NA	RPL23A eCLIP mock input	HepG2	ENCFF399ELG	b5f7a599a63401043613e9a0a24e732d	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	RPL23A-eCLIP-mock-input_HepG2_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF399ELG.bigWig
RPL23A eCLIP mock input (Homo sapiens)	NA	RPL23A eCLIP mock input	HepG2	ENCFF341XJX	e9fb023ee1ad7ea84473c7ce164acda4	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	RPL23A-eCLIP-mock-input_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF341XJX.bigWig
RPL23A eCLIP mock input (Homo sapiens)	NA	RPL23A eCLIP mock input	HepG2	ENCFF094NPB	5769fdfac8a38b14b594fad311cc4790	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	RPL23A-eCLIP-mock-input_HepG2_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF094NPB.bigWig
RPL23A eCLIP mock input (Homo sapiens)	NA	RPL23A eCLIP mock input	HepG2	ENCFF740EXZ	7afa14b8fcdb6007eab5333777f5ebdd	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	RPL23A-eCLIP-mock-input_HepG2_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF740EXZ.bigWig
IGF2BP3 (Homo sapiens)	IGF2BP3	IGF2BP3	HepG2	ENCFF358BAW	d46e2ea1e043703183c74a58167ff43e	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	IGF2BP3_HepG2_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF358BAW.bigWig
IGF2BP3 (Homo sapiens)	IGF2BP3	IGF2BP3	HepG2	ENCFF386MJS	1b864af2796e0592968351bbda01bae2	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	IGF2BP3_HepG2_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF386MJS.bigWig
IGF2BP3 (Homo sapiens)	IGF2BP3	IGF2BP3	HepG2	ENCFF655ZEC	377d945c1ef318aa8f0b598310e6a6bf	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	IGF2BP3_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF655ZEC.bigWig
IGF2BP3 (Homo sapiens)	IGF2BP3	IGF2BP3	HepG2	ENCFF889AZG	8bfafc9980bc56824e96993172ca53a9	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	IGF2BP3_HepG2_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF889AZG.bigWig
